,track_id,song_id,artist_id,artist_name,song_title,genre,dot_match_1,dot_score_1,dot_match_2,dot_score_2,dot_match_3,dot_score_3,cov_match_1,cov_score_1,cov_match_2,cov_score_2,cov_match_3,cov_score_3,corr_match_1,corr_score_1,corr_match_2,corr_score_2,corr_match_3,corr_score_3,cossim_match_1,cossim_score_1,cossim_match_2,cossim_score_2,cossim_match_3,cossim_score_3,dotTFIDF_match_1,dotTFIDF_score_1,dotTFIDF_match_2,dotTFIDF_score_2,dotTFIDF_match_3,dotTFIDF_score_3,covTFIDF_match_1,covTFIDF_score_1,covTFIDF_match_2,covTFIDF_score_2,covTFIDF_match_3,covTFIDF_score_3,corrTFIDF_match_1,corrTFIDF_score_1,corrTFIDF_match_2,corrTFIDF_score_2,corrTFIDF_match_3,corrTFIDF_score_3,cossimTFIDF_match_1,cossimTFIDF_score_1,cossimTFIDF_match_2,cossimTFIDF_score_2,cossimTFIDF_match_3,cossimTFIDF_score_3
10,TRBYDKJ12903CA9D33,SOTXSMC12AB0182217,ARS8GNX1187B9B5141,The Black Keys,Black Door,blues,I Wanna Know,1868.0,Interlude 5,1536.0,Everytime I...,1227.0,I Wanna Know,2.2830062500000023,Interlude 5,1.7842999999999973,Everytime I...,1.4922656249999917,I Wanna Know,0.8412829926310673,Genius,0.7249993384308547,I Want That,0.6876158558692317,I Wanna Know,0.8441646524652541,Genius,0.7291485984915439,I Want That,0.6922102848214412,Jeep Ass Niguh,92.00491687882672,Man In The Mirror,84.50928500481145,Take Me To The Backseat (Album Version),68.74978008302547,Jeep Ass Niguh,0.09108134007887847,Man In The Mirror,0.0800232651239584,Take Me To The Backseat (Album Version),0.0785825877669209,Take Me To The Backseat (Album Version),0.3807779530304718,Oh Baby I,0.27717412435678124,Don't Bother Me (Bad Brains),0.27168839310502146,Take Me To The Backseat (Album Version),0.40154929704540376,Jeep Ass Niguh,0.3091774593488237,Oh Baby I,0.30754823060929
11,TRWJKJK128F9338FEF,SOIFDQD12AB01822F5,ARS8GNX1187B9B5141,The Black Keys,Busted,blues,Interlude 5,8737.0,I'm A Winner (Amended Album Version),8094.0,I Want You,6661.0,Interlude 5,10.159949999999998,I'm A Winner (Amended Album Version),9.619965624999997,I Want You,8.046451562499984,Sunshine,0.7536221354329571,1-2 Crush On You,0.7443815803404372,Rescue Me,0.7314517269101137,Sunshine,0.7627562450752137,1-2 Crush On You,0.7517032510777701,Rescue Me,0.7407423330399565,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),311.76387959080284,Interlude 5,310.47891521588923,Slam Harder,268.31197110334307,Caught Up,0.2499368724790805,Slam Harder,0.2395647307457908,Slam,0.2395647307457908,If Trust Is Broken...,0.28022358990612267,Caught Up,0.26981837130739844,Walk The Proud Land,0.25365493122249955,Caught Up,0.324248368434438,If Trust Is Broken...,0.31815655403347143,These Boots Are Made For Walkin',0.29877986430275405
12,TRUULBP12903CA9D23,SORMOIW12AB01887F0,ARS8GNX1187B9B5141,The Black Keys,Give Your Heart Away,blues,Interlude 5,1215.0,Man In The Mirror,1196.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1055.0,Man In The Mirror,1.3273906250000025,Interlude 5,1.3232500000000005,I'm A Winner (Amended Album Version),1.1684843749999987,Heart In The Right Place,0.5441008891197913,Endless love,0.5403284263397526,Share My World,0.5322735785615332,Heart In The Right Place,0.5617462530236114,Endless love,0.5577415118492398,Share My World,0.5532563735196885,Man In The Mirror,125.32897303728876,5 Miles To Empty,91.37112785293054,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),88.456962733862,Man In The Mirror,0.11921441984482165,5 Miles To Empty,0.09252650468789365,Share My World,0.08297047413604959,Share My World,0.29618802854079807,One Night,0.29503198293004,Take Me Away,0.2923842801749492,Share My World,0.3385618035136831,Anytime,0.33404400665249234,One Night,0.3323801756476486
13,TRYYJHJ128F9340B19,SOKGVJH12A58A77920,ARS8GNX1187B9B5141,The Black Keys,Grown So Ugly,blues,Interlude 5,1853.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1496.0,My Darling,1283.0,Interlude 5,2.1069499999999985,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1.6949671874999972,My Darling,1.4756390625000002,32 20 Blues,0.6710883643746631,Kindhearted Woman Blues,0.6515867411708326,The Dust Of A Town,0.651058363458038,32 20 Blues,0.6855150363674519,The Dust Of A Town,0.6679150172978023,My Phone,0.6672072895572354,Interlude 5,145.31602378060185,Snoopafella (Edited),138.6706013132764,Safe + Sound,110.3146965060428,Snoopafella (Edited),0.11572469970867745,Louise,0.10892772274129259,Interlude 5,0.09193945767832831,Whose Muddy Shoes,0.3298141133838013,Louise,0.2993066180195029,Snoopafella (Edited),0.2458717936370968,Whose Muddy Shoes,0.3607213994761934,Louise,0.33869978276733104,Snoopafella (Edited),0.3170216853353793
14,TRHHJCL12903CB44B7,SOFRWHG12A58A7DF46,ARS8GNX1187B9B5141,The Black Keys,Hard Row,blues,Interlude 5,2371.0,I'm A Winner (Amended Album Version),2137.0,Man In The Mirror,1713.0,Interlude 5,2.71305,I'm A Winner (Amended Album Version),2.507409375000002,Man In The Mirror,1.9263156250000026,Othello,0.6117260740013392,All You Ever Knew,0.6078508917863538,Skynet,0.6011325136942266,Othello,0.6276589313861644,All You Ever Knew,0.621784412849926,Skynet,0.6164340419701512,Man In The Mirror,169.6755062350144,Mr. Outsider,147.28314409005907,Pray For Me,132.10855843173542,Man In The Mirror,0.16513477384968794,Mr. Outsider,0.1302623872695623,Enjoy Yourself,0.12646691957837392,Enjoy Yourself,0.3842375826348626,Let Yourself Go,0.3217388192832376,Whatever Gets You Through The Day,0.2984525215735443,Enjoy Yourself,0.4127939008864306,Let Yourself Go,0.34947677663933147,Whatever Gets You Through The Day,0.3357116162525008
15,TRWZXDS128F427A71B,SOAJJDS12A8C13A3FB,ARS8GNX1187B9B5141,The Black Keys,I Got Mine,blues,Everytime I...,2429.0,8 Mile,2295.0,I Want You,2292.0,Everytime I...,2.9687500000000004,I Want You,2.7838499999999966,8 Mile,2.7293999999999965,Ain't Nobody,0.6978075195678669,I staden växer inga blommor,0.6900789820755567,I Got Rhythm,0.6830195837462248,Ain't Nobody,0.7023112300132486,I staden växer inga blommor,0.6898684822115774,I Got Rhythm,0.6884824576413187,You Left Me,114.37569097531079,Do The Bartman,105.97978663579781,A game,103.65163091631204,You Left Me,0.1272472584366823,Nobody,0.11133532886712567,Rock Wit U (Awww Baby),0.10322267895786902,Winter Rose,0.37716699258376135,Please Baby,0.3525920682233313,Rollin' Mama Blues,0.3201457760710307,Winter Rose,0.3867543745297671,Please Baby,0.37032913562248565,Rollin' Mama Blues,0.3451403260481923
16,TRZDLWE12903CB44DE,SOURIRH12A58A7B408,ARS8GNX1187B9B5141,The Black Keys,If You See Me,blues,I'm A Winner (Amended Album Version),2415.0,Interlude 5,2268.0,I Want You,2044.0,I'm A Winner (Amended Album Version),2.8879781249999983,Interlude 5,2.6348999999999996,I Want You,2.481457812499997,Smooth & Sweet,0.7373697365172481,Plastic Halo,0.7349057529957588,Only When ur Lonely,0.7277855959236345,Smooth & Sweet,0.7445770452629388,Plastic Halo,0.7422477473632884,Only When ur Lonely,0.7358409409036905,Man In The Mirror,115.49243408686776,Fool For Love,110.75874164326609,Soopaman Luva 3,102.2992338048218,Man In The Mirror,0.10957563192626381,Treat Me Like A Lady,0.09946365203630181,Fool For Love,0.09746774545696914,Treat Me Like A Lady,0.32073361853731674,Door To My Heart,0.31357215274242417,Candy Man,0.28851139042430307,Treat Me Like A Lady,0.35028464465302417,Door To My Heart,0.33299181842709674,Treat The Youths Right,0.31295832015709324
17,TRNZQVO128F427A71E,SOIQUSV12A8C13A402,ARS8GNX1187B9B5141,The Black Keys,Lies,blues,Interlude 5,1825.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1532.0,I'm A Winner (Amended Album Version),1506.0,Interlude 5,2.0121499999999988,I'm A Winner (Amended Album Version),1.7066343750000001,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1.6899578124999954,I've Always Been A Coward Baby,0.6242314817702757,Lügen Und Das Ich,0.6200440763937284,Lies  (LP Version),0.6084335483863229,I've Always Been A Coward Baby,0.6401766373602283,Lügen Und Das Ich,0.6287694619975158,Lies  (LP Version),0.6225176217771732,One of Us,133.94897306491728,Interlude 5,121.85371818425682,Hey Ya!,120.89324008646055,Hey Ya!,0.11104087345237212,Blinded By Love,0.10704847758801046,Kiss Of Death,0.1061483785710019,Where Are You?,0.2732428394341278,Crossover Interlude,0.2718689917707446,Kiss Of Death,0.2709885433631479,Kiss Of Death,0.3104165524557226,Close Your Eyes,0.3053264652465491,I've Always Been A Coward Baby,0.30069774358957896
18,TRAECHJ12903CC36DA,SOCQQSU12AB0185BF4,ARS8GNX1187B9B5141,The Black Keys,Next Girl,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2459.0,The Girls,2248.0,8 Mile,2121.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2.7602296875000008,The Girls,2.702012500000012,8 Mile,2.414645312499998,I Want My Girl,0.7258311267502844,Be My Girl,0.6669760036417919,My Little Girl,0.6612700940139911,I Want My Girl,0.7358411173733655,Be My Girl,0.6751375721634584,My Little Girl,0.6748369848356612,She Ain't Afraid,183.64447542779783,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),182.49977402684848,Interlude 5,178.80420375329845,She Ain't Afraid,0.14467115953393914,Guajira (I Love U 2 Much),0.13597127909265055,What's On Your Mind,0.12751046744499456,The Girl That I Marry,0.31287622457790826,Cavatina,0.2961027636248223,The Girl Next Door,0.291793165077523,The Girl That I Marry,0.33575818723326717,Cavatina,0.3312260688596559,The Girl Next Door,0.32761495410447483
19,TRRVSIN128F9338FD5,SOSICNK12AB01876BB,ARS8GNX1187B9B5141,The Black Keys,No Fun,blues,Miss You,1584.0,Breakaway,1418.0,Kozmic Blues,1222.0,Miss You,1.9072656249999937,Breakaway,1.7282468750000035,Kozmic Blues,1.4527750000000017,No Fun (Remasterd LP Version),0.8684616207768383,No No No,0.5649271907256469,La Estación,0.5337115544310275,No Fun (Remasterd LP Version),0.8699962032182403,No No No,0.5712988047253571,La Estación,0.5381112296108773,No Fun (Remasterd LP Version),209.6796133760853,Girls Just Want To Have Fun,119.62478716033553,By The Way,113.74174409470577,No Fun (Remasterd LP Version),0.2515485911504685,Girls Just Want To Have Fun,0.13514622286955844,Time Out For Fun,0.12423955088176535,No Fun (Remasterd LP Version),0.6557596405180658,Kicking And Screaming,0.3460399580720266,Time Out For Fun,0.3265190706352253,No Fun (Remasterd LP Version),0.6646743300372232,Kicking And Screaming,0.36214574970551544,Time Out For Fun,0.34947955496185706
20,TRYMMVG128F9340B1B,SOHKBXW12AB0185660,ARS8GNX1187B9B5141,The Black Keys,Stack Shot Billy,blues,Interlude 5,655.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),542.0,Otha Fish,529.0,Interlude 5,0.6462500000000009,Otha Fish,0.571601562500001,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),0.5332421875000013,Who Shot Sam,0.4701107987034358,Unintended Long Term Effects,0.44545317329925066,Trudy And Dave,0.4317869468770393,Who Shot Sam,0.48924194357973777,Unintended Long Term Effects,0.4641938517020844,Trudy And Dave,0.4567400573695089,Shot Of Love,123.60052885098702,Face Down,117.55843660857778,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),116.83260286105872,Shot Of Love,0.13017111258793487,I Shot The Devil,0.12559169428361647,Down By The River [Live At Massey Hall 1971],0.1239440747636651,I Shot The Devil,0.34296503581870635,Down By The River [Live At Massey Hall 1971],0.32868272084891165,American Tale,0.3110107192658646,I Shot The Devil,0.36147734078795424,Down By The River [Live At Massey Hall 1971],0.3541920714938153,Shot Of Love,0.344489045378207
21,TRKSEEY12903CCD312,SOTEPSZ12AB018C99D,ARS8GNX1187B9B5141,The Black Keys,Ten Cent Pistol,blues,Queen Of Hollywood ( LP Version ),902.0,She Ain't Afraid,889.0,Interlude 5,799.0,Queen Of Hollywood ( LP Version ),1.0378781250000018,She Ain't Afraid,0.9519015625000001,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),0.7598609374999996,Diamond Smiles,0.5364552169732046,Queen Of Hollywood ( LP Version ),0.5226359783709548,Right About Now,0.48820273297993055,Diamond Smiles,0.5586788128389328,Queen Of Hollywood ( LP Version ),0.5431163452312806,Right About Now,0.5124992210182767,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),216.57804614439533,She Ain't Afraid,180.21644772384553,Interlude 5,172.8889613210213,She Ain't Afraid,0.1498266023443555,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),0.14656140543230722,Queen Of Hollywood ( LP Version ),0.12740479301169663,Cyclops,0.280751278813325,Right About Now,0.2763175987398164,You Do The Same For Me,0.2610752269483471,Right About Now,0.3215858754059264,Lady Down On Love,0.30384065086483375,Cyclops,0.3016933514840455
22,TRFOGQC12903CA9D2E,SOTDIMP12AB01821E8,ARS8GNX1187B9B5141,The Black Keys,The Flame,blues,Interlude 5,2219.0,I'm A Winner (Amended Album Version),1494.0,My Darling,1236.0,Interlude 5,2.5552500000000005,I'm A Winner (Amended Album Version),1.7247031249999996,Hold Me Down (Album Version),1.4300156250000007,Knew It All Along (Acoustic),0.6133117060829772,Sex Packets (LP Version),0.6126989488661176,Interlude 5,0.6102791149807213,Sex Packets (LP Version),0.6299231171848717,Interlude 5,0.6291489352766583,Knew It All Along (Acoustic),0.6268797913336144,Interlude 5,107.75685593204494,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),97.97994526950497,Kissing The Flames,90.6085081613586,Kissing The Flames,0.10382799570427441,Flames of Love,0.10039065477861234,All The Woman (Recorded Live In London '99),0.09230370341084868,Flames of Love,0.38220928144904254,Kissing The Flames,0.3744057304748057,Wheel Of Fortune,0.3308544379325872,Flames of Love,0.4074026792725457,Kissing The Flames,0.3945857045872346,Wheel Of Fortune,0.3559311966752845
23,TREVCQU12903CCD318,SOGECRB12AB018C9AB,ARS8GNX1187B9B5141,The Black Keys,These Days,blues,Interlude 5,2558.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2148.0,I Want You,1884.0,Interlude 5,2.8455999999999992,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2.3907140624999994,I Want You,2.2256671875000054,These Days,0.6577582435087541,The Sense,0.6141180233274958,These Days,0.6016157124684538,These Days,0.670605161857436,The Sense,0.6307612191887608,These Days,0.6219959378222331,Interlude 5,221.2329692253774,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),184.20043579657573,Last to Know,173.63880725733367,Last to Know,0.16606562271052105,Interlude 5,0.13496112378739533,Man In The Mirror,0.11592741731589225,Last to Know,0.27165432406266216,The Howling,0.26018836164575465,Death To The Dodgers Of Soap,0.2522794249669784,Last to Know,0.32736101450688254,The Howling,0.3222286435427447,Vincent (Starry_ Starry Night) (Album Version),0.29429713963293014
24,TRFLJNE12903CB44F1,SOBJBEU12AF729D526,ARS8GNX1187B9B5141,The Black Keys,When The Lights Go Out,blues,Interlude 5,2209.0,I'm A Winner (Amended Album Version),1781.0,I Want You,1457.0,Interlude 5,2.494449999999999,I'm A Winner (Amended Album Version),2.0518875000000008,I Want You,1.723193750000002,Do You Know?,0.565262225957534,Down And Dirty,0.5648937104498977,Superman Tonight,0.5602434622845053,Down And Dirty,0.5795693115308373,Do You Know?,0.5781506783083159,Superman Tonight,0.5774632974445119,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),117.88441118364432,Interlude 5,116.2962770185542,I Mean (I Don't Mean It),98.74623614769385,I Mean (I Don't Mean It),0.0879431986141337,Your Eyes,0.08570183067777641,Alright,0.0781117982396708,Just Don't Want To Be Lonely,0.30777913862449247,Alpha Beta Parking Lot,0.25984598016198285,Enemmän,0.25969686918024065,Just Don't Want To Be Lonely,0.3348353249530741,Force Quit,0.2912415674337765,Playgrounds And City Parks,0.2884330337169986
