,track_id,song_id,artist_id,artist_name,song_title,genre,dot_match_1,dot_score_1,dot_match_2,dot_score_2,dot_match_3,dot_score_3,cov_match_1,cov_score_1,cov_match_2,cov_score_2,cov_match_3,cov_score_3,corr_match_1,corr_score_1,corr_match_2,corr_score_2,corr_match_3,corr_score_3,cossim_match_1,cossim_score_1,cossim_match_2,cossim_score_2,cossim_match_3,cossim_score_3
10,TRBYDKJ12903CA9D33,SOTXSMC12AB0182217,ARS8GNX1187B9B5141,The Black Keys,Black Door,blues,I Wanna Know,1868.0,Interlude 5,1536.0,Everytime I...,1227.0,I Wanna Know,2.2830062500000023,Interlude 5,1.7842999999999973,Everytime I...,1.4922656249999917,I Wanna Know,0.8412829926310673,Genius,0.7249993384308547,I Want That,0.6876158558692317,I Wanna Know,0.8441646524652541,Genius,0.7291485984915439,I Want That,0.6922102848214412
11,TRWJKJK128F9338FEF,SOIFDQD12AB01822F5,ARS8GNX1187B9B5141,The Black Keys,Busted,blues,Interlude 5,8737.0,I'm A Winner (Amended Album Version),8094.0,I Want You,6661.0,Interlude 5,10.159949999999998,I'm A Winner (Amended Album Version),9.619965624999997,I Want You,8.046451562499984,Sunshine,0.7536221354329571,1-2 Crush On You,0.7443815803404372,Rescue Me,0.7314517269101137,Sunshine,0.7627562450752137,1-2 Crush On You,0.7517032510777701,Rescue Me,0.7407423330399565
12,TRUULBP12903CA9D23,SORMOIW12AB01887F0,ARS8GNX1187B9B5141,The Black Keys,Give Your Heart Away,blues,Interlude 5,1215.0,Man In The Mirror,1196.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1055.0,Man In The Mirror,1.3273906250000025,Interlude 5,1.3232500000000005,I'm A Winner (Amended Album Version),1.1684843749999987,Heart In The Right Place,0.5441008891197913,Endless love,0.5403284263397526,Share My World,0.5322735785615332,Heart In The Right Place,0.5617462530236114,Endless love,0.5577415118492398,Share My World,0.5532563735196885
13,TRYYJHJ128F9340B19,SOKGVJH12A58A77920,ARS8GNX1187B9B5141,The Black Keys,Grown So Ugly,blues,Interlude 5,1853.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1496.0,My Darling,1283.0,Interlude 5,2.1069499999999985,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1.6949671874999972,My Darling,1.4756390625000002,32 20 Blues,0.6710883643746631,Kindhearted Woman Blues,0.6515867411708326,The Dust Of A Town,0.651058363458038,32 20 Blues,0.6855150363674519,The Dust Of A Town,0.6679150172978023,My Phone,0.6672072895572354
14,TRHHJCL12903CB44B7,SOFRWHG12A58A7DF46,ARS8GNX1187B9B5141,The Black Keys,Hard Row,blues,Interlude 5,2371.0,I'm A Winner (Amended Album Version),2137.0,Man In The Mirror,1713.0,Interlude 5,2.71305,I'm A Winner (Amended Album Version),2.507409375000002,Man In The Mirror,1.9263156250000026,Othello,0.6117260740013392,All You Ever Knew,0.6078508917863538,Skynet,0.6011325136942266,Othello,0.6276589313861644,All You Ever Knew,0.621784412849926,Skynet,0.6164340419701512
15,TRWZXDS128F427A71B,SOAJJDS12A8C13A3FB,ARS8GNX1187B9B5141,The Black Keys,I Got Mine,blues,Everytime I...,2429.0,8 Mile,2295.0,I Want You,2292.0,Everytime I...,2.9687500000000004,I Want You,2.7838499999999966,8 Mile,2.7293999999999965,Ain't Nobody,0.6978075195678669,I staden växer inga blommor,0.6900789820755567,I Got Rhythm,0.6830195837462248,Ain't Nobody,0.7023112300132486,I staden växer inga blommor,0.6898684822115774,I Got Rhythm,0.6884824576413187
16,TRZDLWE12903CB44DE,SOURIRH12A58A7B408,ARS8GNX1187B9B5141,The Black Keys,If You See Me,blues,I'm A Winner (Amended Album Version),2415.0,Interlude 5,2268.0,I Want You,2044.0,I'm A Winner (Amended Album Version),2.8879781249999983,Interlude 5,2.6348999999999996,I Want You,2.481457812499997,Smooth & Sweet,0.7373697365172481,Plastic Halo,0.7349057529957588,Only When ur Lonely,0.7277855959236345,Smooth & Sweet,0.7445770452629388,Plastic Halo,0.7422477473632884,Only When ur Lonely,0.7358409409036905
17,TRNZQVO128F427A71E,SOIQUSV12A8C13A402,ARS8GNX1187B9B5141,The Black Keys,Lies,blues,Interlude 5,1825.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1532.0,I'm A Winner (Amended Album Version),1506.0,Interlude 5,2.0121499999999988,I'm A Winner (Amended Album Version),1.7066343750000001,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1.6899578124999954,I've Always Been A Coward Baby,0.6242314817702757,Lügen Und Das Ich,0.6200440763937284,Lies  (LP Version),0.6084335483863229,I've Always Been A Coward Baby,0.6401766373602283,Lügen Und Das Ich,0.6287694619975158,Lies  (LP Version),0.6225176217771732
18,TRAECHJ12903CC36DA,SOCQQSU12AB0185BF4,ARS8GNX1187B9B5141,The Black Keys,Next Girl,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2459.0,The Girls,2248.0,8 Mile,2121.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2.7602296875000008,The Girls,2.702012500000012,8 Mile,2.414645312499998,I Want My Girl,0.7258311267502844,Be My Girl,0.6669760036417919,My Little Girl,0.6612700940139911,I Want My Girl,0.7358411173733655,Be My Girl,0.6751375721634584,My Little Girl,0.6748369848356612
19,TRRVSIN128F9338FD5,SOSICNK12AB01876BB,ARS8GNX1187B9B5141,The Black Keys,No Fun,blues,Miss You,1584.0,Breakaway,1418.0,Kozmic Blues,1222.0,Miss You,1.9072656249999937,Breakaway,1.7282468750000035,Kozmic Blues,1.4527750000000017,No Fun (Remasterd LP Version),0.8684616207768383,No No No,0.5649271907256469,La Estación,0.5337115544310275,No Fun (Remasterd LP Version),0.8699962032182403,No No No,0.5712988047253571,La Estación,0.5381112296108773
20,TRYMMVG128F9340B1B,SOHKBXW12AB0185660,ARS8GNX1187B9B5141,The Black Keys,Stack Shot Billy,blues,Interlude 5,655.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),542.0,Otha Fish,529.0,Interlude 5,0.6462500000000009,Otha Fish,0.571601562500001,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),0.5332421875000013,Who Shot Sam,0.4701107987034358,Unintended Long Term Effects,0.44545317329925066,Trudy And Dave,0.4317869468770393,Who Shot Sam,0.48924194357973777,Unintended Long Term Effects,0.4641938517020844,Trudy And Dave,0.4567400573695089
21,TRKSEEY12903CCD312,SOTEPSZ12AB018C99D,ARS8GNX1187B9B5141,The Black Keys,Ten Cent Pistol,blues,Queen Of Hollywood ( LP Version ),902.0,She Ain't Afraid,889.0,Interlude 5,799.0,Queen Of Hollywood ( LP Version ),1.0378781250000018,She Ain't Afraid,0.9519015625000001,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),0.7598609374999996,Diamond Smiles,0.5364552169732046,Queen Of Hollywood ( LP Version ),0.5226359783709548,Right About Now,0.48820273297993055,Diamond Smiles,0.5586788128389328,Queen Of Hollywood ( LP Version ),0.5431163452312806,Right About Now,0.5124992210182767
22,TRFOGQC12903CA9D2E,SOTDIMP12AB01821E8,ARS8GNX1187B9B5141,The Black Keys,The Flame,blues,Interlude 5,2219.0,I'm A Winner (Amended Album Version),1494.0,My Darling,1236.0,Interlude 5,2.5552500000000005,I'm A Winner (Amended Album Version),1.7247031249999996,Hold Me Down (Album Version),1.4300156250000007,Knew It All Along (Acoustic),0.6133117060829772,Sex Packets (LP Version),0.6126989488661176,Interlude 5,0.6102791149807213,Sex Packets (LP Version),0.6299231171848717,Interlude 5,0.6291489352766583,Knew It All Along (Acoustic),0.6268797913336144
23,TREVCQU12903CCD318,SOGECRB12AB018C9AB,ARS8GNX1187B9B5141,The Black Keys,These Days,blues,Interlude 5,2558.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2148.0,I Want You,1884.0,Interlude 5,2.8455999999999992,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2.3907140624999994,I Want You,2.2256671875000054,These Days,0.6577582435087541,The Sense,0.6141180233274958,These Days,0.6016157124684538,These Days,0.670605161857436,The Sense,0.6307612191887608,These Days,0.6219959378222331
24,TRFLJNE12903CB44F1,SOBJBEU12AF729D526,ARS8GNX1187B9B5141,The Black Keys,When The Lights Go Out,blues,Interlude 5,2209.0,I'm A Winner (Amended Album Version),1781.0,I Want You,1457.0,Interlude 5,2.494449999999999,I'm A Winner (Amended Album Version),2.0518875000000008,I Want You,1.723193750000002,Do You Know?,0.565262225957534,Down And Dirty,0.5648937104498977,Superman Tonight,0.5602434622845053,Down And Dirty,0.5795693115308373,Do You Know?,0.5781506783083159,Superman Tonight,0.5774632974445119
25,TRQNNKX12903CB44CA,SOCULJG12A8AE4714D,ARS8GNX1187B9B5141,The Black Keys,Have Love Will Travel,blues,I Want You,2215.0,Interlude 5,2205.0,I'm A Winner (Amended Album Version),2108.0,I Want You,2.6444890625000075,Interlude 5,2.4181499999999994,I'm A Winner (Amended Album Version),2.4140406250000024,Somewhere In Time,0.6597663237313405,My Forfeit,0.6182797427861539,I Feel Love,0.6164859183592444,Somewhere In Time,0.6698115401794407,My Forfeit,0.6271956421817664,Baby,0.6264826776685397
26,TRKNKGC128F42A746A,SOUZEJD12D021B5336,AR20CFC1187B98A25D,Ray Charles,C.C. Rider,blues,Interlude 5,7547.0,I'm A Winner (Amended Album Version),6158.0,My Darling,5473.0,Interlude 5,8.718449999999999,I'm A Winner (Amended Album Version),7.230028124999999,I Want You,6.409607812499993,Angelina,0.7030176047073917,Can't You See,0.6977799812633991,Down And Dirty,0.6937393530547796,Angelina,0.713714348878679,Can't You See,0.7060401258180394,Down And Dirty,0.7038096574177413
27,TRWEHQE128F935A2D6,SOKQSDH12AB0188B1A,AR20CFC1187B98A25D,Ray Charles,I Got a Woman,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2251.0,Interlude 5,2160.0,She Ain't Afraid,2066.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2.452143750000002,She Ain't Afraid,2.330756250000002,8 Mile,2.279606249999999,Passin' Me By,0.6087311125223496,Haywire,0.6038000443257087,Empress,0.6030790764798384,Passin' Me By,0.6271014613120457,Empress,0.6211101328495388,Haywire,0.6205870537019557
28,TRPMJOK128F92F317A,SOQWJXH12AAF3B5B0F,AR20CFC1187B98A25D,Ray Charles,The Sun's Gonna Shine Again,blues,Interlude 5,2103.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1440.0,I'm A Winner (Amended Album Version),1435.0,Interlude 5,2.3803500000000013,I'm A Winner (Amended Album Version),1.631412500000002,I Want You,1.5974562500000022,Devil Got My Woman,0.552626063150677,The Way You Treated Me (You're Gonna Be Sorry),0.5434697373049154,Interlude 1,0.5295659750403502,Devil Got My Woman,0.5696912691762414,The Way You Treated Me (You're Gonna Be Sorry),0.5577570277273353,Interlude 1,0.5491798622456296
29,TRGXECP12903CDDC43,SOCLEEQ12D021B23E0,AR20CFC1187B98A25D,Ray Charles,Losing Hand,blues,Interlude 5,3227.0,I'm A Winner (Amended Album Version),2963.0,I Want You,2841.0,Interlude 5,3.7393499999999995,I'm A Winner (Amended Album Version),3.511350000000007,I Want You,3.443050000000004,Heroine,0.7490418712182741,Lollipop,0.7480762379464801,Baby,0.7397508372346332,Lollipop,0.7561962839199741,Heroine,0.756067027843703,Baby,0.747349575969435
30,TREQYGT128E07859FA,SOZOJBP12A6701E425,ARV9LSS1187B98C471,Blake Shelton,Nobody But Me (Album Version),blues,Interlude 5,4601.0,I'm A Winner (Amended Album Version),3701.0,I Want You,3608.0,Interlude 5,5.2429499999999996,I Want You,4.323185937499996,I'm A Winner (Amended Album Version),4.2940593750000025,I Ain't Never,0.7001392651379786,Love Don't Love You (LP Version),0.6915751644784762,Let's Go,0.6873740898651609,I Ain't Never,0.7093228630758824,Love Don't Love You (LP Version),0.700632809590511,Let's Go,0.6958892324018713
31,TROFEVE12903CD8AAA,SONQLUB12D02199FCD,AR66H0N1187B9AE91E,Etta James,A Sunday Kind of Love,blues,Interlude 5,2268.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2092.0,8 Mile,1772.0,Interlude 5,2.513000000000004,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2.3457187499999987,8 Mile,2.0117812499999976,And Roses And Roses,0.6387857487434727,Fearless Love,0.624345821269852,Fistful Of Diamonds,0.6204365192080374,And Roses And Roses,0.6520805604100922,Fearless Love,0.6374657574594913,Fistful Of Diamonds,0.6311391808738567
32,TRCFPJF128F428A872,SOKCCML12D021B0FC6,AR66H0N1187B9AE91E,Etta James,I Just Want To Make Love To You,blues,Interlude 5,7889.0,I'm A Winner (Amended Album Version),7104.0,I Want You,6291.0,Interlude 5,9.362150000000003,I'm A Winner (Amended Album Version),8.553821874999985,I Want You,7.680317187499992,I Just Want To Make Love To You,0.8572527623051486,Love Struck,0.8294796744438512,Want You_ Miss You_ Love You,0.7970538844156012,I Just Want To Make Love To You,0.8602212578815764,Love Struck,0.8335277879280489,Want You_ Miss You_ Love You,0.8014557433217919
33,TRBFTHL128C7196B42,SODJRCC12D02192374,AR66H0N1187B9AE91E,Etta James,My Dearest Darling,blues,Interlude 5,1609.0,I'm A Winner (Amended Album Version),1603.0,My Darling,1567.0,I'm A Winner (Amended Album Version),1.8774874999999982,My Darling,1.8404937499999996,Interlude 5,1.8180499999999995,Endless love,0.6989731103223097,Snowflakes,0.6900703783444886,Breakin' My Heart (Pretty Brown Eyes),0.6869805448877149,Endless love,0.7090147186016058,Snowflakes,0.7016972764662263,Breakin' My Heart (Pretty Brown Eyes),0.6981418553632347
34,TRFEGGQ128E07898AA,SOMPSXS12D021B12D7,AR66H0N1187B9AE91E,Etta James,W.O.M.A.N.,blues,Interlude 5,2237.0,Cut And Run,1879.0,I'm A Winner (Amended Album Version),1744.0,Interlude 5,2.515649999999998,Cut And Run,2.2835562499999975,I'm A Winner (Amended Album Version),1.9966187499999988,Perfect Stranger,0.7352704095327459,Givin' Up (Clean Version),0.7313282315519756,Shimmy_ Shimmy_ Ko-Ko-Bop (Single Version),0.725829735335858,Perfect Stranger,0.7408304133687239,Givin' Up (Clean Version),0.7350005406724144,Shimmy_ Shimmy_ Ko-Ko-Bop (Single Version),0.7317444599241864
35,TRDDDDX128E0793212,SOIOOIR12A58A7EBB8,ARLAUED1187B9ACEAF,Eric Clapton,Alberta,blues,Interlude 5,1647.0,I'm A Winner (Amended Album Version),1532.0,My Darling,1249.0,Interlude 5,1.8701500000000002,I'm A Winner (Amended Album Version),1.7917437500000002,My Darling,1.4458093750000003,Lovely To See You,0.6170007710107535,Down And Dirty,0.6132646651337105,Theme From Mahagony (Do You Know Where You're Going To),0.6086252255072351,Lovely To See You,0.626346080342961,Down And Dirty,0.623717588308047,Theme From Mahagony (Do You Know Where You're Going To),0.6182644199064222
36,TRWBAGY128F93034BF,SOXIVQT12AB0181061,ARLAUED1187B9ACEAF,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Interlude 5,1431.0,My Darling,1312.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1285.0,Interlude 5,1.5679499999999984,My Darling,1.5048500000000025,I'm A Winner (Amended Album Version),1.4544499999999965,Before You Accuse Me,0.8800229295853705,Preacher On A Sunday Morning,0.6131911839346919,You Had Me (Live),0.6047578537285763,Before You Accuse Me,0.885745926261553,Preacher On A Sunday Morning,0.6330220103140114,You Had Me (Live),0.6217482026427427
37,TRLWIBC128E0792E2C,SORMUAO12A6D4F9262,ARLAUED1187B9ACEAF,Eric Clapton,Early In The Morning,blues,Interlude 5,2719.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2110.0,Hold Me Down (Album Version),1773.0,Interlude 5,3.0353500000000047,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2.3335968749999942,Hold Me Down (Album Version),2.0478812500000054,Broken Buildings,0.5768927835311591,Me And The Devil,0.5755248582468123,The Moor,0.5619421027428303,Me And The Devil,0.5968675616148561,Broken Buildings,0.5930414797492458,The Moor,0.5812763812852317
38,TRAZQIG128F146372E,SOFZYKR12A6D4F72A5,ARLAUED1187B9ACEAF,Eric Clapton,Floating Bridge,blues,Interlude 5,2423.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2285.0,8 Mile,1863.0,Interlude 5,2.66765,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2.554270312499999,8 Mile,2.1008546874999987,Hurt Me Soul (Explicit Album Version),0.6499208281616761,About Cell Block #9,0.6376201798270444,Feel Me,0.6374150792990851,Hurt Me Soul (Explicit Album Version),0.6664681902367555,Feel Me,0.656911610446021,About Cell Block #9,0.653763644614063
39,TRQUJCP128F4238206,SOICNJH12A81C22263,ARLAUED1187B9ACEAF,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Interlude 5,1804.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1711.0,I'm A Winner (Amended Album Version),1577.0,Interlude 5,2.001999999999997,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),1.9271718750000022,I Want You,1.848265625000006,Kindhearted Woman Blues,0.9459268741555747,Breakin Me,0.6862688998070384,Black Magic Woman,0.6838707621408097,Kindhearted Woman Blues,0.9482073883144873,Breakin Me,0.7003492917357614,Club Megamix,0.6961442495270542
40,TRIDJMD128E078B984,SOWGAGY12A6701F305,ARN0YZ71187B9BA57B,Michael Bublé,That's All (Album Version),classical,Interlude 5,4289.0,I'm A Winner (Amended Album Version),2974.0,Man In The Mirror,2837.0,Interlude 5,5.025449999999999,I'm A Winner (Amended Album Version),3.4980437500000026,Man In The Mirror,3.258356249999998,Fascination (Album Version),0.7790582980879698,One Man Drinking Games,0.7268641223324006,All My Love,0.7260595305313376,Fascination (Album Version),0.7865780716762889,One Man Drinking Games,0.7373932721322488,All My Love,0.7342440698752284
41,TRYRCXF128F424183D,SOWXYFO12A8AE46AD3,ARGVJPK1187B9909EA,Josh Groban,America (Revised Live Version),classical,Interlude 5,2325.0,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2240.0,8 Mile,1876.0,Interlude 5,2.607249999999999,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),2.5499531250000005,8 Mile,2.156296874999999,America,0.9944536467064781,All For One (Explicit) (2006 Remastered LP Version),0.7371923298814068,The Irony Of It All (Album Version),0.7230060150130502,America,0.9947246396459665,All For One (Explicit) (2006 Remastered LP Version),0.7508391938954497,The Irony Of It All (Album Version),0.7387241738395302
42,TRDQLTF128E0787809,SODUTDM12A67020476,ARGVJPK1187B9909EA,Josh Groban,Broken Vow (Album Version),classical,Interlude 5,4866.0,I'm A Winner (Amended Album Version),4115.0,I Want You,3892.0,Interlude 5,5.659300000000001,I'm A Winner (Amended Album Version),4.8671749999999925,I Want You,4.7094625000000185,Broken Vow,0.9990835607231936,Overcome,0.8109955569163267,Everytime I...,0.7977621163644573,Broken Vow,0.9991177766257915,Overcome,0.8176179338967285,Mama,0.8027262142956695
43,TRUAAEQ128F423C52D,SOGDUMI12A8AE45417,ARGVJPK1187B9909EA,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Move On,1407.0,Horse With No Name,1321.0,Istruzioni Per L'(Ill)uso,1148.0,Move On,1.7031515625000013,Horse With No Name,1.6012250000000006,Istruzioni Per L'(Ill)uso,1.4025109375000033,Istruzioni Per L'(Ill)uso,0.7512308791639801,Roma Sogna,0.7386685807760828,Nord,0.7384056412490718,Istruzioni Per L'(Ill)uso,0.75529830179037,Roma Sogna,0.7421281052485834,Nord,0.7413877951825896
44,TRYGDNA128E078780C,SOWLNSE12A67020479,ARGVJPK1187B9909EA,Josh Groban,Hymne A L'Amour (Album Version),classical,Yakamonéyé,923.0,L'Amour Du Risque,917.0,Panam All Star,906.0,Yakamonéyé,1.103387500000002,L'Amour Du Risque,1.0995000000000017,Panam All Star,1.070449999999999,L'Homme De La Situation,0.7661508738614391,Tomber Le Masque,0.7434953961936303,A Tes Côtés,0.7109584331368686,L'Homme De La Situation,0.7702577482588894,Tomber Le Masque,0.7484485448986042,A Tes Côtés,0.7160180143380986
45,TRDFTPP128F427550C,SOWOPHG12A8C13DB44,ARGVJPK1187B9909EA,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,Weak Become Heroes,1169.0,Sing,949.0,Sing A Song,862.0,Weak Become Heroes,1.3568515624999988,Sing,1.1557031250000003,Sing A Song,1.0453359374999973,Sing,0.5430517263162132,Sing It,0.44851043563519016,Israel,0.39742930485657013,Sing,0.5495001711304566,Sing It,0.45772139224764413,Israel,0.40971024655971094
